Status,Size,Referrer,User_Agent,Method,URL
200,4065,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
404,1143,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/login
200,2407,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
500,603,"""http://example.com/index.html""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/index.html
500,456,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/index.html
200,1750,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/login
404,391,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
302,2905,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/dashboard
404,4092,"""http://example.com/""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/
302,2670,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/contact
404,3409,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/
500,3230,"""http://example.com/search""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/search
200,1616,"""http://example.com/dashboard""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/dashboard
200,4862,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/search
500,1891,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/index.html
404,4231,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/products
302,819,"""http://example.com/dashboard""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/dashboard
200,1024,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/dashboard
302,3160,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/profile
302,4659,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/search
302,1438,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/submit-form
500,2330,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/dashboard
302,4482,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
200,3418,"""http://example.com/login""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/login
500,789,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/contact
404,3002,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/search
302,973,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/
200,3276,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/submit-form
200,3600,"""http://example.com/dashboard""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/dashboard
404,1861,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/contact
404,4265,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/index.html
404,1400,"""http://example.com/search""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/search
404,3237,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
500,3840,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/search
404,4785,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/login
500,4955,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/submit-form
404,1723,"""http://example.com/submit-form""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/submit-form
302,3591,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/index.html
200,2393,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/
500,4933,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/index.html
302,4167,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/contact
200,4774,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/products
500,2873,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/index.html
302,2361,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/contact
302,1722,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/submit-form
302,1051,"""http://example.com/login""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/login
200,3161,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/search
500,2494,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/dashboard
404,1504,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/dashboard
500,670,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/login
404,2185,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/submit-form
302,850,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/contact
200,4476,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
200,2500,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
302,2561,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/submit-form
200,2157,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
404,3952,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/contact
500,4290,"""http://example.com/dashboard""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/dashboard
500,1822,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
302,4763,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/index.html
404,3401,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/login
500,4471,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/search
200,1201,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/
500,4477,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/index.html
404,2865,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/contact
200,4492,"""http://example.com/products""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/products
200,4190,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/dashboard
302,3888,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/search
302,736,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/index.html
500,4833,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/contact
200,3339,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/submit-form
200,240,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/submit-form
200,1730,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/
500,2697,"""http://example.com/login""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/login
500,1698,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/products
302,1897,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/products
200,4854,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/profile
302,1244,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/index.html
500,777,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
404,4559,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/contact
404,4483,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/contact
500,3613,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/dashboard
302,3497,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
302,2304,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/submit-form
200,1032,"""http://example.com/submit-form""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/submit-form
404,954,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/login
404,2739,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/contact
302,4646,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/
302,2568,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
500,1864,"""http://example.com/submit-form""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/submit-form
200,4994,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/contact
302,1485,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
200,2903,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/products
200,2623,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/products
500,2599,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/index.html
404,2115,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/contact
200,2606,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/contact
200,1107,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/
200,226,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/contact
302,565,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/products
302,5000,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/login
200,4220,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/submit-form
302,4416,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/index.html
302,3972,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/dashboard
200,949,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/contact
500,1624,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/search
500,1160,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/dashboard
302,1220,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/contact
404,3425,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/profile
200,4057,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/profile
500,4383,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/submit-form
404,3694,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/products
302,2302,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/contact
200,1192,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/index.html
500,3014,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/login
500,3073,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/search
200,4036,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/contact
500,3631,"""http://example.com/index.html""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/index.html
500,1617,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
404,804,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/dashboard
404,2567,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/dashboard
404,4226,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
302,3281,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/dashboard
200,123,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/login
302,1917,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/products
302,2291,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/dashboard
500,3424,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/search
200,2703,"""http://example.com/submit-form""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/submit-form
500,1541,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/search
200,2126,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/contact
500,3952,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/search
500,1144,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/profile
404,2859,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/submit-form
302,1347,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/contact
404,4928,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/submit-form
302,3145,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/dashboard
404,2742,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/search
200,1037,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/
500,3242,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/search
200,1595,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/dashboard
404,3342,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/profile
404,495,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/profile
500,4255,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/submit-form
302,2452,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/contact
200,374,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
500,1087,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/index.html
302,3472,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/profile
500,292,"""http://example.com/dashboard""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/dashboard
500,3270,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
302,2736,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/
200,3033,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/contact
302,1259,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/search
302,1422,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
200,1040,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/dashboard
302,3718,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/
500,3887,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/dashboard
500,4482,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/
200,1333,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/contact
404,1746,"""http://example.com/login""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/login
302,550,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
302,627,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
200,4515,"""http://example.com/contact""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/contact
404,1451,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/dashboard
404,712,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/search
404,1953,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/search
200,1265,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/search
404,2375,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/
200,4631,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
500,1324,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/login
404,2250,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/
500,3003,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/index.html
500,4717,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/products
500,2448,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/
404,1330,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/submit-form
200,2018,"""http://example.com/dashboard""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/dashboard
404,4273,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/dashboard
500,1527,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/submit-form
200,4386,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/index.html
404,3579,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/products
